Experiment5_SSS_2
True
Position,N,S,E,W
"(0, 0)", 0, -13.942602549999997, 37.419558441304005, 0
"(0, 1)", -25.841780099441213, 525340.316847986, -3.8175, 0
"(0, 2)", 186990.3721624935, 200376.0447658355, -1.0672062300000011, 0
"(0, 3)", 207878.2279191814, 3882517785.0047874, 358566115.11446977, 0
"(0, 4)", 485864015.52944416, 0, 5686003199.773869, 0
"(1, 0)", 0, -4.1055, -5.689499999999999, -19.271625843749995
"(1, 1)", -4.2375, -2.94, -2.2, -6.545075
"(1, 2)", -1.5, -1.5, 4.579335319999999, 1.0834164999999998
"(1, 3)", -4.00155, 6118103507.375821, -2.6038947435266833, 224931.7150588128
"(1, 4)", 378126.5244418812, 0, 3446458682.354912, 9185005717.04194
"(2, 0)", 0, -6.823488125, -5.1579999999999995, -6.3419525
"(2, 1)", -6.13097625, -7.369605372071698, -6.49471875, -3.2725
"(2, 2)", -8.225825649999999, 211295.61618905794, -3.635, 12.472
"(2, 3)", 174089.38713351637, 159543.12890290454, -4.745983785625, -2.3069569855010834
"(2, 4)", -6.661092209636734, 0, 15725.274344369107, 5695979450.078031
"(3, 0)", 0, -6.60525, -5.973, -5.71097625
"(3, 1)", -5.5265, -4.6514999999999995, -7.3464981428125, -5.206999999999999
"(3, 2)", -3.15, 4614.41240220397, -2.55, -3.7014999999999993
"(3, 3)", -1.85, 15695.276432869772, -7.491967571249999, -0.7958000000000005
"(3, 4)", -1.3979000000000004, 0, 13423.75944449845, 10323888.518402383
"(4, 0)", 0, -4.657875, 0, -7.381499999999999
"(4, 1)", -5.915749999999999, -7.974126149937499, 0, -5.94725
"(4, 2)", -4.657875, -8.191967571249998, 0, -5.068
"(4, 3)", -2.55, -12.972333253877501, 0, -2.4349999999999996
"(4, 4)", 4.617415875125003, 0, 0, 20278.43621242175
False
Position,N,S,E,W
"(0, 1)", 7.708100197457679e+23, 2.795923496274779e+23, 1.1441353123758784e+18, 0
"(0, 2)", 4.676617919423299e+23, 246.26171213821675, -6.833137835054998, 0
"(0, 3)", 151.2260903477356, 147.4232405091023, -6.010599999999999, 0
"(0, 4)", 199.14746551800533, 0, -9.399097066924117, 0
"(1, 0)", 0, 1.5029538985529856e+18, 1.3681291256946063e+19, 6.175231872743018e+18
"(1, 1)", 6.863272988009197e+17, 1.8158908429306785e+18, 7.385256848860531e+17, 1.4657551210701921e+23
"(1, 2)", 3.800381610586275e+21, -5.962108375, -3.6460733208392013, 3.186690629867807e+21
"(1, 3)", -3.885, -3.3425000000000002, -2.990302975, -5.9653
"(1, 4)", -4.0499375, 0, 47.74093183249998, -28.769192475692495
"(2, 0)", 0, 6.941894027808745e+17, 8.144557596075295e+18, 1.0306521088024607e+19
"(2, 1)", 2.6019326335576007e+19, -3.50996423475, -6.810437499999999, 5.833782039807817e+17
"(2, 2)", 6.661128087428461e+18, 2.3084688814439952e+17, -0.9645000000000007, -1.8736384695000008
"(2, 3)", 1.0614086528278712e+18, -10.05111339925, -1.7, 0
"(2, 4)", -5.0246645, 0, 165.87896645601523, 19.355509051249992
"(3, 0)", 0, -3.2849999999999997, -11.291091875, 1.848020350191354e+19
"(3, 1)", -8.9852959375, -3.6990625, -3.045, -3.6279999999999997
"(3, 2)", -3.72125, -3.0181250000000004, -1.7, -1.567540279250001
"(3, 3)", 0, -2.63625, -1.7, -1.0
"(3, 4)", 0, 0, 111.139321946868, 99.99506678668043
"(4, 0)", 0, -6.442975000000001, 0, -9.31738125
"(4, 1)", -3.8275, -3.4891676986249998, 0, -3.5725
"(4, 2)", -1.0, 23.880177502499993, 0, -2.2595266472500004
"(4, 3)", 1.1781249999999996, 8.32227329791738, 0, 0
"(4, 4)", 1.0619555651278478, 0, 0, 88.4674012759123
