Experiment3_SSS_1
True
Position,N,S,E,W
"(0, 0)", 0, 30.377403419163215, 4.962896801767948, 0
"(0, 1)", 24.8383520503351, 38.29013844688745, 1.016208264489368, 0
"(0, 2)", 47.51835608231845, 15.000091154039687, 10.572333061096963, 0
"(0, 3)", 0, 25.380778959871407, 0, 0
"(0, 4)", 21.555115151647875, 0, 134.84699555849272, 0
"(1, 0)", 0, -0.7436715, -1.0029, 25.269802529313075
"(1, 1)", -0.6171, 22.111696242740695, -0.39, 1.9395974999999996
"(1, 2)", -0.43589999999999995, -0.3, 72.16767759885713, 17.652305193177785
"(1, 3)", 0, 0, -0.39, 0
"(1, 4)", 0, 0, 0, 125.6016555653938
"(2, 0)", 0, -0.747, -0.837, -0.8278485
"(2, 1)", -0.663, 65.46738469714899, -0.774, -0.09540860548531582
"(2, 2)", 14.98613645567489, 106.7040876753641, 7.182364663622127, 2.9692618365950545
"(2, 3)", 76.78000788662321, 118.51123843945244, 0, 0
"(2, 4)", 80.36608677995935, 0, 64.80818217294934, 122.8963828201794
"(3, 0)", 0, -0.747, -0.7529999999999999, -0.69
"(3, 1)", -0.9759, 11.857853450028594, -0.7908, -0.91881495
"(3, 2)", -1.0323, -0.7599, -1.6929037144799999, 73.56552023879881
"(3, 3)", -0.7071, -0.3, -0.3, 64.54665246884122
"(3, 4)", 14.166779598159842, 0, 83.60909071001836, 105.19307297645071
"(4, 0)", 0, -1.155498063, 0, 0
"(4, 1)", -1.174842027, -1.3854018588, 0, -0.7895904
"(4, 2)", -1.74852221238, -0.3, 0, -1.1522999999999999
"(4, 3)", 0, 67.47383130052887, 0, 12.743070583831678
"(4, 4)", 15.713840206391941, 0, 0, 99.56026283841335
False
Position,N,S,E,W
"(0, 1)", 3.4838975977920787, -7.945283919036629, -7.153563234829577, 0
"(0, 2)", -4.3674882121030025, -7.942384852076429, -7.755269911004244, 0
"(0, 3)", -7.9236985900124175, -8.177728903468717, -8.07356406108882, 0
"(0, 4)", -8.405139682972216, 0, -7.538143263149722, 0
"(1, 0)", 0, -6.899647771548321, -7.102618593511341, -7.179765220769104
"(1, 1)", -7.0972998412228, -7.286003409944004, -6.992830137039415, -7.459985877252182
"(1, 2)", -7.325278355219751, -7.366169312892415, -6.384645320522046, -7.436707079182838
"(1, 3)", -7.779097907493117, -7.753068768303397, -7.645934489443601, -7.650130662205151
"(1, 4)", -7.811509337655092, 0, -4.0754995230053535, -8.955341628919372
"(2, 0)", 0, -7.097788328219047, -6.9118085326257965, -6.932780985003616
"(2, 1)", -6.963068046191878, -7.11732061449557, -7.000305072753733, -7.008004787446929
"(2, 2)", -7.071822437255405, -2.883969150380361, 0.5493391377568728, -7.193923994487838
"(2, 3)", -7.4115067406734045, -6.034469103371698, -7.036080939572856, -7.5878209758036865
"(2, 4)", -7.098173377563165, 0, -1.7049048595879541, -7.247066077260374
"(3, 0)", 0, -7.051347610304099, -6.962917040052284, -7.062484024669458
"(3, 1)", -6.936105825355, -7.076335458443118, -6.953421339494881, -6.798735535982888
"(3, 2)", -6.924575787625589, -6.606508056140073, -6.870716225141415, -7.175244142539824
"(3, 3)", -6.65989787565401, -5.240666057771189, -6.597160838992251, -6.670241748931061
"(3, 4)", -6.7201302913062415, 0, -2.4531449294735936, -1.7328607661388002
"(4, 0)", 0, -6.945015788304845, 0, -7.16811026448736
"(4, 1)", -7.149107440594126, -6.8569530085402075, 0, -6.855191462617425
"(4, 2)", -6.850563902131315, -6.480504438353958, 0, -6.6245245008706775
"(4, 3)", -6.50339521862085, -3.0959568192208384, 0, -6.619235126237963
"(4, 4)", -2.9873030967984575, 0, 0, -2.752926938944361
