Experiment1_SSS_2
True
Position,N,S,E,W
"(0, 0)", 0, -1789411.374002085, -2136526.663392654, 0
"(0, 1)", -1955240.684807508, -5.684953966027549, 847.2814184559099, 0
"(0, 2)", 24.65678394039314, 149.4537197026338, -5.988563665024872, 0
"(0, 3)", 0, 78.94231688278808, 0, 0
"(0, 4)", 49.94219131727417, 0, 49.97207270679583, 0
"(1, 0)", 0, -2859931.5010699714, -9359.23585978218, -1901623.0788416367
"(1, 1)", -2407303.988926931, 401.4988375368074, 1235.7252328459813, 1283.0883378251408
"(1, 2)", -24054.999749514714, -8.7225235302054, -34.213683612227925, 259.71100451837697
"(1, 3)", -36.538650882345195, -3.2391749169999997, 333.05461177441657, -3.2391749169999997
"(1, 4)", 0, 0, 0, 79.55624317389717
"(2, 0)", 0, -168414.39583891165, -8665.881801277576, -130919.67356915328
"(2, 1)", -132115.94303406726, -33.86570037797573, -103.63051813542607, 1765.5737766385055
"(2, 2)", -60.67381454503536, 1598.0928553690587, 780.6635149263964, -18.08817385551587
"(2, 3)", 1298.143881453283, 3597.066337370228, 607.6292498659082, -26.89070613078323
"(2, 4)", 2160.2398024221375, 0, 687.3465415541598, 17.640552623907173
"(3, 0)", 0, -12945.998175623508, -64922.206245583344, -121002.29100077171
"(3, 1)", -19186.97240789559, 732.7444185766764, -8703.374834305647, -60.79659306835263
"(3, 2)", 81.28292325691957, 741.0296406652171, -12100.842071001833, 548.3116908318026
"(3, 3)", 402.732958979737, 606.0085620619127, -185136.96314650355, 401.71023478332484
"(3, 4)", 588.8720401200724, 0, -9164652.654057331, 492.80022344898595
"(4, 0)", 0, -52308.90677925864, 0, -67673.64363027307
"(4, 1)", -46498.16688422509, -7289.295859263175, 0, -12040.912583542442
"(4, 2)", -25407.21337294418, -714296.81147209, 0, -18050.03628363601
"(4, 3)", -34902.8557652716, -2020422.3648454268, 0, -325486.6860807177
"(4, 4)", -3182014.475141242, 0, 0, -5954602.401467654
False
Position,N,S,E,W
"(0, 1)", 80.66163666836407, 20.472428534374686, 19.533495896370752, 0
"(0, 2)", 144.86735944739036, -103132.26656509403, -5660.106538531737, 0
"(0, 3)", 295.5169322705695, -368869.37244868494, -2176.6307791487143, 0
"(0, 4)", -324179.2355073143, 0, -2928605.8957213517, 0
"(1, 0)", 0, 55.36142376834192, 12.897874036758616, -83.8164869327139
"(1, 1)", -48.31682256353909, -785.9038530677948, -18.142345995731993, 136.05455438177984
"(1, 2)", -15.7956206976867, -8699.999313216942, -400.6792047630888, -688.5697556530765
"(1, 3)", -1672.6933272275, -542705.9313773244, -3565.614271548089, -1022.9966319818751
"(1, 4)", -847.1707701157072, 0, 149.4938321166894, -2163986.0690486818
"(2, 0)", 0, -5.525295006875, -3.2849999999999997, -10.11198719836101
"(2, 1)", 18.482340282405307, -86.57934473155753, -522.408308411917, -17.26384522049551
"(2, 2)", 40.559684593019114, -482.0489474337651, -67.85728675935648, -63.445258452258564
"(2, 3)", -22.310006116581725, -11748.262234659987, -5975.728289054055, -486.92797054685775
"(2, 4)", -8721.223370345871, 0, -45.90869459345982, -1081943.722122065
"(3, 0)", 0, -9.824328305399998, -5.2966, 18.482340282405307
"(3, 1)", -4.5877482999999994, -740.1536988502118, -13.11044832634531, 4.381181793898888
"(3, 2)", -4.677543799693758, -5512.660277511823, -9.15650727383642, -2.2203040296274583
"(3, 3)", -4683.902616492081, 113.06696318963989, -184.30269363333656, -4937.664007804879
"(3, 4)", -43.747355573869015, 0, -82.67450580375757, -83.99051073892579
"(4, 0)", 0, -32.62725421895701, 0, -7.92397
"(4, 1)", -43.188685161305244, -5.560384556374999, 0, -17.020027373065385
"(4, 2)", -18.458067177619412, -2055.7678977774244, 0, 34.431065883734384
"(4, 3)", -19.277351600976502, -80.31125455384253, 0, -2430.958566786065
"(4, 4)", -62.50751117160834, 0, 0, -49.719127517574606
