Experiment5_SSS_1
True
Position,N,S,E,W
"(0, 0)", 0, -6.380937562, -8.542825963749998, 0
"(0, 1)", -4.08470398, -3.6229099193667342, -2.823755545838085, 0
"(0, 2)", -2.2798116762914327, -3.5111349999999995, -2.6278150837178758, 0
"(0, 3)", 0, 14.941181, 0, 0
"(0, 4)", 25.5, 0, 45.882284999999996, 0
"(1, 0)", 0, -3.29254375, -3.0975546874999997, -10.171654744475
"(1, 1)", -1.780625, -2.4646175, -2.9, -2.103535669199243
"(1, 2)", -3.5626212499999994, -2.94, -4.5807174999999996, -2.838400661421076
"(1, 3)", 0, -1.5, -1.0, -1.0
"(1, 4)", 0, 0, 0, 5.8
"(2, 0)", 0, -6.9412428906249986, -5.996089062499999, -7.9924523722375
"(2, 1)", -4.69804453125, -3.29, -3.465, -2.970875
"(2, 2)", -2.2, -1.0, -7.161434999999999, -2.976418389970431
"(2, 3)", -3.8253407624999998, 8.80883, 0, 0
"(2, 4)", 11.737374999999997, 0, 28.887958100625, 9.5
"(3, 0)", 0, -1.925, -4.6549765625, -7.821189374999999
"(3, 1)", -3.1525, -3.145, -2.55, -3.2289999999999996
"(3, 2)", -2.19, -5.681353124999999, -3.8799999999999994, -4.4681
"(3, 3)", -5.01905, -6.98270625, -2.3865499999999997, -2.19
"(3, 4)", 0, 0, -13.317023956249997, 13.777469199999999
"(4, 0)", 0, -5.209953125, 0, -6.155147031249999
"(4, 1)", -4.20975625, -3.04, 0, -4.105149999999999
"(4, 2)", -2.69, -4.3767499999999995, 0, -4.538835
"(4, 3)", -4.129999999999999, -7.534005625, 0, -4.1344449999999995
"(4, 4)", -7.905511249999999, 0, 0, -14.784910409374998
False
Position,N,S,E,W
"(0, 1)", 2.236974408639292e+34, 8.057507248410008e+33, 4.5628244078852284e+32, 0
"(0, 2)", 1.3646331435324664e+34, 4.38716918009737e+32, 758.7170034595122, 0
"(0, 3)", 1.483982581985551e+33, -30.14534122755663, -8.181845, 0
"(0, 4)", -26.376245266683586, 0, -31.131889209537494, 0
"(1, 0)", 0, 6.486788678108712e+32, 2.036592523987742e+28, 1.4524854742711329e+34
"(1, 1)", 9.124237935840205e+32, 1.538372684387213e+32, 4070927.0106203286, 1.8768130777819136e+34
"(1, 2)", 464.52471791314315, -8.710651031249999, 0.45018441624999594, 7.295998640416572e+32
"(1, 3)", 227.89448745657157, -11.346052812499998, -5.051099999999999, -5.100625
"(1, 4)", -10.682376875, 0, -10.981374771345765, -26.398867761874996
"(2, 0)", 0, 2915133.9114909074, 5.548107644714011e+21, 8.827135849531684e+28
"(2, 1)", 8.07863568736854e+28, 2355109.1827174025, 101.30639385663231, 2526490.7324706623
"(2, 2)", 6607074.536962913, 1.2156846737422218, -2.534575350000002, 228.73283546812158
"(2, 3)", 7620123.363389538, -6.766276249999999, -2.19, -6.023675
"(2, 4)", -10.848775537499998, 0, -10.081735250031645, -17.727193255937497
"(3, 0)", 0, 48.89936623580306, -4.991875, 5.7225843922222354e+23
"(3, 1)", 5.548107644713806e+21, -3.15, -4.8473749999999995, 37.576030244710296
"(3, 2)", -2.2, -2.45, -3.465, -1.3206709541000023
"(3, 3)", -2.2, -3.2008349999999997, -2.575, 2.2235
"(3, 4)", -2.6004175, 0, -9.248535489400357, -13.707958257629997
"(4, 0)", 0, -6.039999999999999, 0, -4.37875
"(4, 1)", -4.729374999999999, -3.92950979971316, 0, -5.9839375
"(4, 2)", -5.35000489985658, -3.2848537553448045, 0, -3.7824999999999998
"(4, 3)", -3.675, -5.8447788783552035, 0, -4.74625
"(4, 4)", -4.910738829549803, 0, 0, 24.575888831937895
