Experiment3_SSS_2
True
Position,N,S,E,W
"(0, 0)", 0, 49.67716582242939, 24.134300884603114, 0
"(0, 1)", 38.22563219661725, 53.18054961961067, 25.22820239028698, 0
"(0, 2)", 43.80345996020407, 53.5426952898338, 45.28851364678055, 0
"(0, 3)", 32.067325677982346, 63.62180628277838, 6.647081065618529, 0
"(0, 4)", 77.23873331929813, 0, 12.8810030781453, 0
"(1, 0)", 0, 6.109195836778973, -1.345992, 47.04141291184061
"(1, 1)", -0.39, 39.355545163300235, 2.766139028003318, 24.418397780990816
"(1, 2)", 16.290704253053846, -0.7369858200000001, 29.40754850805623, 51.80966149483672
"(1, 3)", 0, 0, 0.5749697243743587, 39.7860295592658
"(1, 4)", 0, 0, 17.10204076435036, -0.3
"(2, 0)", 0, 7.555462547643155, -1.182522, -1.12030056238584
"(2, 1)", -1.212879, 43.151443443161114, -0.747, 0.31278004768916123
"(2, 2)", 18.834359807363533, 9.628690665615284, 20.575391510313317, 51.23635547200331
"(2, 3)", 29.222928415420746, 13.135959711954555, 0, -0.6
"(2, 4)", 27.276902377920617, 0, 69.43616383630594, 9.973949999999999
"(3, 0)", 0, -1.070199, -0.8602289999999999, -1.026
"(3, 1)", -0.7928999999999999, 12.669218138444924, -0.7638, -0.9108
"(3, 2)", -0.6, -0.663, -1.2819209999999999, 48.135636051445175
"(3, 3)", -0.6, -0.663, 7.87713588472539, -0.6
"(3, 4)", -0.6, 0, 36.195479641380075, 55.11689338156509
"(4, 0)", 0, -1.05447, 0, -0.8251710000000001
"(4, 1)", -0.9521999999999999, -0.9813599999999999, 0, -0.8541
"(4, 2)", -0.8999999999999999, -0.894, 0, 12.818810980487658
"(4, 3)", -1.235571128695876, 37.32361787504266, 0, -1.0207626436005781
"(4, 4)", 14.892428004723065, 0, 0, 51.64988456332896
False
Position,N,S,E,W
"(0, 1)", -3.5211106884687613, -3.1307630544661866, -3.3185739052843566, 0
"(0, 2)", -3.2615665094856996, -3.346871809277141, -2.973622535678457, 0
"(0, 3)", -3.5801422045961817, -4.080688839772604, -3.3967011162333325, 0
"(0, 4)", -3.2513621222813853, 0, -3.514898104990456, 0
"(1, 0)", 0, -3.0436750269062953, -2.8272752503116547, -3.007749553116301
"(1, 1)", -2.976068497692583, -3.0065437198007174, -3.2224881357732222, -3.485119203133839
"(1, 2)", -3.116117793337993, -2.9147661282501516, -2.8238586967566945, -2.9968741676108204
"(1, 3)", -2.924546515942985, -3.0741676270143152, -3.0407491707430507, -3.7639967157861043
"(1, 4)", -3.7951256682695123, 0, -3.145137689445441, -3.7153229658403477
"(2, 0)", 0, -3.009588096177619, -2.8860446071845356, -2.7570593303438056
"(2, 1)", -3.0596550241698566, -3.1149160406494314, -3.2318404762848085, -3.0620024791166895
"(2, 2)", -3.129977134265859, -3.0711470961318628, -3.5493726898372024, -2.928188914612886
"(2, 3)", -3.1345150895848364, -3.3147672916705426, -2.9145783489199664, -3.3863095638408844
"(2, 4)", -2.820052982755847, 0, -2.000539283346783, -3.460413280508726
"(3, 0)", 0, -2.8085765107243383, -3.0066289935021846, -2.990121728344307
"(3, 1)", -2.992961282183353, -3.1179100357202887, -3.193281048477203, -2.8894338320037347
"(3, 2)", -3.1363894877814893, -2.5017687077297928, -3.4535585949802874, -1.9234141968838094
"(3, 3)", -2.7823882521202306, -2.6877441422571158, -1.508780174209579, -1.5084267497997403
"(3, 4)", -1.9716184645806427, 0, 3.084189270784945, -2.9467480959484345
"(4, 0)", 0, -3.1068613829946012, 0, -2.9027874396734274
"(4, 1)", -2.970606020781339, -3.2770451467815005, 0, -3.192320231205864
"(4, 2)", -3.2014963269425825, -3.038799845319865, 0, -3.0302307163378313
"(4, 3)", -3.246636280869647, 0.5556199310518397, 0, -2.3102749314468247
"(4, 4)", 11.740231424330855, 0, 0, -2.136590501265993
