Experiment4_SSS_1
True
Position,N,S,E,W
"(0, 0)", 0, 110.08341455650681, 55.07072042438658, 0
"(0, 1)", 93.47017886723486, 109.6232560783184, 5.597109155027087, 0
"(0, 2)", 98.38609345827147, 12.8902104058185, 23.654212111042224, 0
"(0, 3)", 0, 32.16552047485868, 0, 0
"(0, 4)", 29.356584916951427, 0, 225.66927290028875, 0
"(1, 0)", 0, -1.102388223, -0.94377, 110.13804153128966
"(1, 1)", -1.31292741, -0.3872490000000003, -0.44643, 49.86508710039976
"(1, 2)", -0.51, -0.72, 163.95187936368703, 59.543447992463
"(1, 3)", 0, 0, -0.6, 0.5300565000000002
"(1, 4)", 0, 0, 0, 114.33226313889472
"(2, 0)", 0, 45.19549788512512, -0.7314989999999999, -1.370102667
"(2, 1)", -1.44395322, 145.7732824805781, -0.9972300000000001, -1.0808127
"(2, 2)", 29.69175372636044, 191.39545171071157, 11.696960871671376, 6.213044420672443
"(2, 3)", 123.68229536576992, 173.21175401966434, 56.23232318057643, 0
"(2, 4)", 125.84746308057748, 0, 159.5178393271543, 145.34866037835582
"(3, 0)", 0, -1.132002, -0.69, 1.4693040178032466
"(3, 1)", -0.6, -0.663, -0.8999999999999999, -1.2279
"(3, 2)", -0.6, -0.01613636214067643, -0.39, 130.87873712516335
"(3, 3)", 30.85660921246665, 2.27672272179148, -0.9311459999999998, 156.90518789074812
"(3, 4)", 67.72538297582557, 0, 156.64558113438036, 153.43543064622781
"(4, 0)", 0, -0.627, 0, -0.81
"(4, 1)", -0.81, -0.6, 0, -0.69
"(4, 2)", -0.6, -0.6980999999999999, 0, 19.11534597855989
"(4, 3)", -0.9759, 138.62924773313625, 0, 24.324890053397663
"(4, 4)", 67.72019956216602, 0, 0, 119.52460892947568
False
Position,N,S,E,W
"(0, 1)", 7.83843175797021, 1.1381386596106042, 1.3403098628698342, 0
"(0, 2)", 3.090120030055817, 0.6350150625598195, 1.3832325241622903, 0
"(0, 3)", 1.8862714597926475, 0.26128374949632494, 1.236514085520781, 0
"(0, 4)", 0.593882405275111, 0, 1.5087638363227587, 0
"(1, 0)", 0, 1.4361139949438841, -0.24099747552591977, 1.5872538266092389
"(1, 1)", 1.0953880133364235, 1.9708030444697993, 1.3205443863328863, 1.5067733517739619
"(1, 2)", 1.9356933794474056, 1.8679376015995373, 4.5043699237653145, 1.7079410277610798
"(1, 3)", 1.9891597161357202, 1.686897329140739, 1.5731581068489398, 1.5251524471955222
"(1, 4)", 1.6154501792850753, 0, 4.002015415709964, 0.09168284104093272
"(2, 0)", 0, 1.363032718698435, -1.3623687454512594, -0.30766751748585675
"(2, 1)", 0.0017573429061468748, 4.910172146114558, 0.5966164288188787, -0.9340901367374927
"(2, 2)", 1.1296049731403046, 5.512144577893475, 1.6741761893401148, 13.134024618656582
"(2, 3)", 7.539145378685642, 3.494705863254964, 1.5767701924182658, 1.6049878408575595
"(2, 4)", 3.0397327156808664, 0, 10.362683335785627, 1.954913628632469
"(3, 0)", 0, -1.2414332003845279, -1.20513, -1.1485454683128045
"(3, 1)", -1.2920965851633972, -0.06343291015463537, -0.9108, 0.5832110516445976
"(3, 2)", 1.9166728695994493, 2.2757277127449207, 2.1908630370582816, 1.859501065526117
"(3, 3)", 1.9071724666404237, 1.9887893052998533, 2.6172858015063993, 1.8789779689592405
"(3, 4)", 2.4892165570045575, 0, 15.78573169186169, 2.13085423344491
"(4, 0)", 0, -1.0911, 0, -0.9819
"(4, 1)", -0.9080999999999999, 1.3364564056752806, 0, -0.2698279581224393
"(4, 2)", -0.9135777082852794, 2.0105428667014955, 0, 3.2783348484242802
"(4, 3)", 0.99908639576509, 8.345443877964822, 0, 1.8051942213044556
"(4, 4)", 19.348861196369356, 0, 0, 24.57578473534445
