Experiment1_SSS_1
True
Position,N,S,E,W
"(0, 0)", 0, -162570.22616517165, -147037.37627027315, 0
"(0, 1)", -216661.07511977572, 194.70273998414228, 3.5440185406367775, 0
"(0, 2)", -72156.5985129939, 150.58611752919683, -93.05206546904536, 0
"(0, 3)", 0, 78.43143408981712, 0, 0
"(0, 4)", 49.94219131727417, 0, 49.83383534715199, 0
"(1, 0)", 0, -2453.6761509310622, -2911.636173999904, -101113.9535552286
"(1, 1)", -1513.620239299957, -40.298323600881936, 14.773687671644478, 11.833523560926672
"(1, 2)", -249.003741579678, 2.463183445644535, -142.5806255695814, 39.89649634692187
"(1, 3)", -218.88948275838518, 13.001669415198933, 40.03977535196272, -2.19
"(1, 4)", 0, 0, 0, 78.69532965801693
"(2, 0)", 0, -13213.483989000333, -2933.452052018977, -8617.133388335375
"(2, 1)", -16925.732458106282, -79.14884245014981, 6.7482820294637875, 38.731910330893726
"(2, 2)", -94.7329361032576, 243.5262018040721, 228.16153445369181, -38.99238107626926
"(2, 3)", 127.26957246407008, 242.06592617037927, -657.8979624613179, 17.479210398188865
"(2, 4)", 27.186859031581307, 0, 44.61685743967971, 159.5017418290808
"(3, 0)", 0, -1637.0175332426854, -2156.555209847961, -12200.8435384101
"(3, 1)", -1408.4471615387529, 456.43638937205196, -13885.429574181398, -109.19988757066434
"(3, 2)", 134.30270292068963, 364.3491053961239, -47335.39101558036, -53.002565306288176
"(3, 3)", 208.08389517074713, 322.5676661131249, -130473.05550030454, 17.690561290684144
"(3, 4)", 261.1728110435549, 0, -151881.54689059456, 29.20769935864153
"(4, 0)", 0, -2855.553863577097, 0, -2481.0392869635098
"(4, 1)", -2776.734194822375, -17802.888059588113, 0, -14125.605394804155
"(4, 2)", -15089.86718803244, -47969.25937523774, 0, -1298.1262217132169
"(4, 3)", -4944.924843065659, -267631.1918958418, 0, -39448.43442575224
"(4, 4)", -207500.90754858888, 0, 0, -195839.33487493123
False
Position,N,S,E,W
"(0, 1)", 48896.03521817239, 17605.772678542067, 5498.788566475385, 0
"(0, 2)", 34023.183455099264, -850857.8047377715, -853.7388905727155, 0
"(0, 3)", 33389.097622453206, -3136384.4876907673, -1664.7529937605939, 0
"(0, 4)", -4040984.084654818, 0, -17018172.07649527, 0
"(1, 0)", 0, 999.4633504110832, 5760.749447995824, 2752.2695457610034
"(1, 1)", 6214.426416080452, -702.3930976636177, 1810.0498142491251, 5146.45373211472
"(1, 2)", -510.2022925234857, -834.6860888853123, -47.825280954661736, -1144.7554494572014
"(1, 3)", -1174.0355016350968, -18415827.4181218, -695.3961628422747, 55.5615053389331
"(1, 4)", -1048.9571674932424, 0, 484.96774360654103, -21881645.922947347
"(2, 0)", 0, 2183.0822580591257, 5327.140490861391, 5745.100878883563
"(2, 1)", 6379.513957576459, -112.04817252502718, -85.34422542314472, 4881.258306402951
"(2, 2)", -128.6417782044832, -50.376654227059454, -21.48773629814847, -111.41329915714891
"(2, 3)", -152.5432059142058, 42.6554250577106, 86.55158555680045, -474.34351689550584
"(2, 4)", -171.54717194739848, 0, 398.45659475057994, 261.53277750600137
"(3, 0)", 0, -127.53243439150876, -61.357274798547124, 8503.745335346386
"(3, 1)", -80.912570825203, -34.86473831837545, -28.81270063691313, -127.78077654474066
"(3, 2)", -175.2443107165409, -136.26374667724266, -8.52021375, -54.99925744982379
"(3, 3)", -289.9985916376776, 460.3653607885218, 169.0168723554978, -252.31653654839545
"(3, 4)", 0, 0, 531.0280205161771, 316.39645075093813
"(4, 0)", 0, -25.21822737156249, 0, -69.54181544613263
"(4, 1)", -28.985533320843743, -5.295904, 0, -16.01562420397953
"(4, 2)", -4.899299999999999, 71.04058523117283, 0, -105.07799653600051
"(4, 3)", 0, 337.03645929880236, 0, 0
"(4, 4)", 49.762621924502845, 0, 0, 420.6969442974603
