Experiment4_SSS_2
True
Position,N,S,E,W
"(0, 0)", 0, 55.29060910097613, 39.65858472078607, 0
"(0, 1)", 34.62346981135251, 57.67471009023468, 4.258129564239384, 0
"(0, 2)", 30.147187912216665, 24.36171226337828, 73.3597603326081, 0
"(0, 3)", 0, 89.03475130201029, 0, 0
"(0, 4)", 72.40883065843636, 0, 159.45288317519035, 0
"(1, 0)", 0, 1.456948414110005, -0.6, 53.37096493664808
"(1, 1)", -0.3, 12.365499564527461, 13.269469157880692, 30.624611006206155
"(1, 2)", 2.862606164044697, 0, 109.72972098744854, 47.26758902495661
"(1, 3)", -0.45299999999999996, 56.25926409908238, 0, 0
"(1, 4)", 0, 0, 0, 150.17860774358937
"(2, 0)", 0, -0.726, -0.864, 15.16495666499421
"(2, 1)", -1.0218, 91.60128401978443, -0.81, -0.60497805
"(2, 2)", 25.641572353381576, 135.31903547439475, 20.099812213759925, 46.775044383799255
"(2, 3)", 88.84389322536545, 146.51237923531482, 37.85188444040039, 6.8724579516423505
"(2, 4)", 76.60098325186874, 0, 127.33956886290665, 147.81251677818355
"(3, 0)", 0, -0.8478000000000001, -0.9225504, -0.726
"(3, 1)", -0.7341, -0.6, -0.627, -1.06464
"(3, 2)", -0.6108, -0.47480985, -0.657, 75.41883594171046
"(3, 3)", -0.3, 0, 0.9738040397009442, 115.40029519722438
"(3, 4)", 69.48556467345627, 0, 118.35233776935749, 138.15687629437272
"(4, 0)", 0, -1.07336232, 0, -0.81
"(4, 1)", -0.9403552799999999, -1.0008, 0, -0.8212919999999999
"(4, 2)", -0.774, -0.8541000000000001, 0, -0.7889999999999999
"(4, 3)", -0.726, 96.05000494945301, 0, 31.080107268625
"(4, 4)", 65.39116012991603, 0, 0, 109.25753753179443
False
Position,N,S,E,W
"(0, 1)", -0.8523972708516573, -1.1486682102540786, -1.0376638138573635, 0
"(0, 2)", -0.9980120720140686, -1.2247475555758651, -0.007167395186777781, 0
"(0, 3)", -0.3003198513314793, -1.680604506887017, -1.254956425114858, 0
"(0, 4)", -1.1046138946934974, 0, -2.0196188970522213, 0
"(1, 0)", 0, -0.7663314967356586, -1.2419971654317274, -0.7799873877447874
"(1, 1)", -1.0381949423226429, -1.1962729012865252, -1.0972030853144825, -1.0447419418791006
"(1, 2)", -1.3063070786848672, -1.2533077438766824, 3.1696895224713653, 0.12834854142813912
"(1, 3)", -1.6188592487959232, -1.7285141335378382, -1.429520378462601, -1.7179657869487752
"(1, 4)", -1.8643238753023015, 0, -1.9691795472085174, -2.1725950779477685
"(2, 0)", 0, -1.1427662880971996, -0.8536856403750169, -0.11569053029610576
"(2, 1)", -1.087645070469473, 2.020184023238608, -0.9420130484548197, -0.900282038384561
"(2, 2)", -1.2303050579634252, 4.165939593340632, -1.527189042756398, -1.5198590022944192
"(2, 3)", 2.542889454144006, -1.6180389663780854, -1.4133782116091325, -1.5995329011174908
"(2, 4)", -1.6237655098733579, 0, -1.8888214253297078, -1.709524451882038
"(3, 0)", 0, -0.9539380806612723, -1.0227094892967863, -0.7005551809703762
"(3, 1)", -0.747, -1.5771887848633477, -1.048544490854812, -0.8468232765061466
"(3, 2)", -1.4805059821325708, -1.7303588613248715, -1.5269630558594833, -1.402566282144349
"(3, 3)", -1.6216341057984456, -1.4146464434736878, -1.4276756413988392, -1.5190190705251894
"(3, 4)", -1.5769176584393856, 0, 1.2446248914599158, -1.0953557054928127
"(4, 0)", 0, -1.0959338330171604, 0, -1.0415530757030258
"(4, 1)", -1.1149941753012969, -1.2093391506533913, 0, -1.289726898554909
"(4, 2)", -1.4031399795491994, -1.2931508277088897, 0, -1.3084129350209124
"(4, 3)", -1.2427714577227535, -1.3787271419456746, 0, -1.4588163789502024
"(4, 4)", 8.496565860631403, 0, 0, -1.4103904507486158
