Experiment3_2
"True, True, True, True, True, True, True"
Position,N,S,E,W
"(0, 0)", 0, 98.64760494222818, 92.72003594358794, 0
"(0, 1)", 96.1815062472263, 108.93189956330575, 0, 0
"(0, 2)", 122.61911136724348, 13.7646855, 50.04037674927714, 0
"(0, 3)", 0, 0, 0, 0
"(0, 4)", 0, 0, 0, 0
"(1, 0)", 0, 0.8488082553762655, -0.837, 104.14303133679688
"(1, 1)", 0, 0, -0.3, 89.3936644593683
"(1, 2)", 0, 0, 0, 45.138248218198484
"(1, 3)", 0, 0, 0, 0
"(1, 4)", 0, 0, 0, 0
"(2, 0)", 0, -0.753, -0.69, 32.800020524910536
"(2, 1)", -0.8999999999999999, 9.002899813652874, -0.39, 34.77958957755314
"(2, 2)", 7.795494623235339, 51.310055275159115, 3.652260844518935, 0.32361415019999995
"(2, 3)", 11.454236945118152, 60.64501226884477, 0, 0
"(2, 4)", 70.05002741751522, 0, 0, 12.478950000000001
"(3, 0)", 0, -0.72, 0, -0.3
"(3, 1)", -0.6, -0.9141963, -0.6, -0.51
"(3, 2)", -0.6, -0.3, -0.6, 39.61180662644131
"(3, 3)", 0, 0.7539266999999998, -0.39, 0
"(3, 4)", 0, 0, -0.6, 7.100220209129999
"(4, 0)", 0, -0.6, 0, 0
"(4, 1)", -0.6, -0.6, 0, -0.627
"(4, 2)", -0.6, -0.51, 0, -0.8847374100000001
"(4, 3)", -0.6, -0.3, 0, -0.50793
"(4, 4)", -0.6, 0, 0, -0.3
"False, True, True, True, True, True, True"
Position,N,S,E,W
"(0, 0)", 0, 196.9010408119865, 14.999999989113817, 0
"(0, 1)", 187.3030868324864, 168.0298855068529, 0, 0
"(0, 2)", 176.71796484719957, 61.5634348859985, 11.088761681124856, 0
"(0, 3)", 105.31970853881057, -0.6, -0.18172935000000007, 0
"(0, 4)", 17.858644065571664, 0, -0.865035, 0
"(1, 0)", 0, 0, 0, 0
"(1, 1)", 0, 4.884082350096781, -0.3, 163.47900786764072
"(1, 2)", 0, 0, 13.518784199683761, 151.35526073758703
"(1, 3)", -0.04800000000000004, -0.39, 3.2291035499999996, -0.39
"(1, 4)", -0.51, 0, 3.7581526600346384, 0.06867451694885274
"(2, 0)", 0, 0, 0, 0
"(2, 1)", 0, -0.3, 0, 0
"(2, 2)", 9.657899999999998, 7.203345463447635, 14.999997706994906, 13.881491646402207
